,页面网址,酒店名称,回复ID,回复时间,answer,原ID,question,原时间,clean_question_new,clean_answer_new
237,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,Michelle70Perth,15-Nov,Hi. Does the resort have lifts. I am unable to climb up steps? If there are no lifts can u please tell me which rooms are on the ground floor? Thanks Michelle,Answer from PadmaResort_HM,"Hi Michelle,

Yes we do have lift in the building block. 

All premier rooms are on ground floor of the building block. Chalet type rooms are either on the ground or 2nd floor. Please highlight your requirement when booking.

Feel free to contact our reservation team should you have further inquiries...",15-Nov, michelle  lift building block premier rooms ground floor building block chalet type rooms either ground 2nd floor  highlight requirement booking feel free contact reservation team inquiries,  lifts unable climb steps lifts u  tell rooms ground floor thanks michelle
238,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,bbtmumma,15-Oct,Hello!  The Padma has said that the spare bed in the Deluxe Chalet is the day bed.  Does anyone know if that is a comfortable bed?  One of the 3 kids will have to sleep on it and I need to sell them the idea before we get there!,Answer from Tristo-h,Hi there yes I agree with the others. Not a real thick mattress but for little kids would be OK. Certainly comfortable and the benefits of staying at the Padma would soon out way any discomfort I am sure.,15-Oct,  agree others real thick mattress little kids  ok certainly comfortable benefits staying   soon way discomfort sure,  said spare bed deluxe chalet  bed anyone know comfortable bed  kids sleep need sell idea 
239,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,bbtmumma,15-Oct,"Hi there!  Does anyone know about the laundry facilities at the Padma Resort?

Many thanks",Answer from 567perry,As you have been advised it is much cheaper across the road tan at the Padma.,15-Oct,advised much cheaper across road tan , anyone know laundry facilities   many thanks
240,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,bbtmumma,15-Oct,"Hi there!  We are travelling from Australia and landing in Bali at 9.30pm.  Our booking does not include airport transfers and our travel agent is quoting $140 return for the 5 of us (with 5 suitcases)

Does anyone have any recommendations?

Many thanks",Answer from PadmaResort_HM,"Hello

For transfer from and to the airport, we charge IDR 520,000/car/way for up to 6 people and IDR 780,000/car/way for up to 8 people. 

Please let us know your flight details 72-hrs prior arrival if you'd like to book this service. 

We look forward to welcoming you to Padma Resort Legian!",15-Oct, transfer airport charge idr car way people idr car way people  let  know flight details hrs prior arrival like book service look  welcoming   , travelling australia landing  30pm booking include airport transfers travel agent quoting return  suitcases anyone recommendations many thanks
241,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,bbtmumma,15-Oct,"Hi there!  Are the Deluxe Chalet rooms nice and is it better to be on the ground floor or the upstairs?

Also, what is the roll away option in a Deluxe Chalet Room - we have an interconnecting room for my husband and I and the three children will be in the other - with 2 single beds and the rollaway. Is the extra bed comfortable (the kid sleeping on it is 12).

Many thanks",Answer from Andrew J,"Depending on the kids ages will depend if you go upstairs or down.  I have a small child so we were downstairs just in case she decided to climb over the balcony.  I would however, recommend upstairs as you don't get the noise from others up there if your below.  The roll outs are fine as they are normal single beds anyway .",15-Oct,depending kids ages depend  upstairs small child downstairs case decided climb balcony  however recommend upstairs  noise others roll outs fine normal single beds anyway, deluxe chalet rooms nice better ground floor upstairs  roll away option deluxe chalet  interconnecting  husband three children single beds rollaway extra bed comfortable kid sleeping many thanks
242,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,andrewrw,15-Oct,"Hello. Planning to stay at the Padma from March 6 to 10 next year. Of course this means we will be there for Nyepi day on March 9. I have read up on this event but what does it mean practically for tourists. I appreciate that we are confined to our hotel for the whole day and night but are we confined to our rooms or allowed to use the pool, etc. Can we have lights on in our room in the evening? Also will we be able to get food & drink during the day and if so does the hotel increase it's prices to take advantage of a ""captive"" market. Thanks",Answer from Karen M,no you are not confined to your room I was there a couple of years ago on Nyepi day we enjoyed all the resort had to offer we just made sure that we purchased the stuff we wanted e.g. chocolates and chips the day before actually it makes for a nice relaxing day,15-Oct,confined  couple years ago nyepi  enjoyed  offer  sure purchased stuff wanted e g chocolates chips  actually makes nice relaxing , planning stay  march next year course means nyepi  march read event mean practically tourists appreciate confined  whole  night confined rooms allowed use pool etc lights  evening  able  food drink   increase prices  advantage captive market thanks
243,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,bbtmumma,15-Oct,Hi there! Is food at the resort charged in rupiah or USD? Many thanks,Answer from PadmaResort_HM,"Hello bbtmumma

All prices within the resort are quoted in rupiah.",15-Oct, bbtmumma prices within  quoted rupiah, food  charged rupiah usd many thanks
244,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,Jannine G,15-Sep,"would you say that the club pool lagoon access room is worth  the extra money , thanks",Answer from Amelie T,"I would agree with what has been said about the privacy of these rooms. They are certainly 'cool', but people can look straight in. Additionally, most of the rooms with direct pool access seem to be rather shady - so maybe not ideally suited to sunbath at the pool (despite the private pool access). We had a garden view room, and were very happy about the privacy, as well as the amenities of the room :)",15-Sep, agree said privacy rooms certainly cool people look straight additionally rooms direct pool access seem rather shady maybe ideally suited sunbath pool despite private pool access garden view  happy privacy well amenities , say club pool lagoon access  worth extra money thanks
245,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,TravellerMelb2015,15-Sep,Hi-we have a 5 year old and a 6 month old and wanted to book a premier club chalet. I wanted to confirm that 3 maximum persons did not include the infant. There are no family rooms available during our stay and we do not want interconnecting rooms as the kids are too young. The infant will sleep in the bed with us and the 5 year old is happy on the day bed.,Answer from PadmaResort_HM,"Hello TravellerMelb2015

When you book through our website, just put 2 adult and 1 infant. We can also provide a baby cot should you need one. 

Hope that helps",15-Sep, travellermelb2015 book website put adult infant  provide baby cot need  hope helps, year old month old wanted book premier club chalet wanted confirm maximum persons include infant family rooms available stay  interconnecting rooms kids young infant sleep bed  year old happy  bed
246,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,Lauren B,15-Sep,Hi.  We've just booked to come to the Padma in a couple of weeks through expedia but my friend and I would prefer two single beds rather than the king that was the default booking option.  Is it too late to request this?  Thanks - we can't wait to be on holidays!,Answer from PadmaResort_HM,"Hi Lauren B

Please email our reservation team and mention your booking confirmation code so we can update your preference. We'll do our best to accommodate your request. 

We look forward to welcoming you to Padma Resort Legian!",15-Sep, lauren b  email reservation team mention booking confirmation code update preference  accommodate request look  welcoming   , booked come  couple weeks expedia friend  prefer two single beds rather king default booking option late request thanks wait holidays
247,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,Simone T,15-Aug,Hi - what are the Garden Club chalets like? In particular the balcony - I presume if you have a ground floor chalet the balcony is not as nice? (Eg to sit outside in the evening is there much of a view?) Tossing up whether the spend the extra and get the lagoon access? Or just get a delux lagoon view room?,Answer from 567perry,We stayed on the ground level Garden Chalets and yes you can sit outside and have brekkie or drinks or just sit and enjoy the statues and the lovely green gardens. I would suggest this this is much quitter as I have also stayed Lagoon view and it is noisy as you can here the people in the pool and can become extremely hot on the balcony as well. I would say Garden Club Chalet the best.,15-Aug,stayed ground level garden chalets  sit outside brekkie drinks sit enjoy statues lovely green gardens  suggest much quitter  stayed lagoon view noisy people pool become extremely hot balcony well  say garden club chalet , garden club chalets like particular balcony presume ground floor chalet balcony nice eg sit outside evening much view tossing whether spend extra  lagoon access  delux lagoon view 
